PUBCHEM_COMPOUND_ID_TYPE,PUBCHEM_TOTAL_CHARGE,PUBCHEM_SUBSTANCE_ID,PUBCHEM_SUBSTANCE_VERSION,PUBCHEM_EXT_DATASOURCE_NAME,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_XREF_EXT_ID,PUBCHEM_EXT_DATASOURCE_URL,PUBCHEM_EXT_SUBSTANCE_URL,PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_COORDINATE_TYPE,ID,ROMol,PUBCHEM_SUBSTANCE_COMMENT,PUBCHEM_BONDANNOTATIONS,similarity
0,0,377715594,1,Specs,AK-778/11348007,"1-{2-[2-hydroxy-3-(1-piperidinyl)propoxy]phenyl}-3-phenyl-1-propanone
AK-778/11348007",AK-778/11348007,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-778/11348007,2856734  1,"1
3",377715594,<rdkit.Chem.rdchem.Mol object at 0x0000020A23721850>,Salt: HCl,,1.0
0,0,375568852,1,Specs,AG-205/05910026,"1-(benzylamino)-3-(9H-carbazol-9-yl)-2-propanol
AG-205/05910026",AG-205/05910026,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/05910026,2864699  1,"1
3",375568852,<rdkit.Chem.rdchem.Mol object at 0x0000020A237A21F0>,,,1.0
0,0,439941951,1,Specs,AO-365/43532198,"1-{2-[2-hydroxy-3-(1-pyrrolidinyl)propoxy]phenyl}-3-phenyl-1-propanone
AO-365/43532198",AO-365/43532198,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-365/43532198,10316068  1,"1
3",439941951,<rdkit.Chem.rdchem.Mol object at 0x0000020A2023A110>,,,0.9777777777777777
0,0,439941939,1,Specs,AJ-145/37035003,"1-{2-[2-hydroxy-3-(4-morpholinyl)propoxy]phenyl}-3-phenyl-1-propanone
AJ-145/37035003",AJ-145/37035003,http://www.specs.net,http://www.specs.net/enter.php?specsid=AJ-145/37035003,10022009  1,"1
3",439941939,<rdkit.Chem.rdchem.Mol object at 0x0000020A2023A6C0>,Salt: HCl,,0.803921568627451
0,0,439941952,1,Specs,AO-365/43532200,"1-{2-[2-hydroxy-3-(4-methyl-1-piperidinyl)propoxy]phenyl}-3-phenyl-1-propanone
AO-365/43532200",AO-365/43532200,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-365/43532200,155486322  1,"1
3",439941952,<rdkit.Chem.rdchem.Mol object at 0x0000020A2023A0A0>,,,0.7735849056603774
0,0,363681570,1,Specs,AG-690/11638093,"1-(1H-1,2,3-benzotriazol-1-yl)-3-(9H-carbazol-9-yl)-2-propanol
AG-690/11638093",AG-690/11638093,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11638093,3122142  1,"1
3",363681570,<rdkit.Chem.rdchem.Mol object at 0x0000020A237EB920>,,,0.7441860465116279
0,0,439942020,1,Specs,AP-263/43532141,"1-(9H-carbazol-9-yl)-3-[(2-chlorobenzyl)amino]-2-propanol
AP-263/43532141",AP-263/43532141,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-263/43532141,137948183  1,"1
3",439942020,<rdkit.Chem.rdchem.Mol object at 0x0000020A201FFB50>,,,0.6666666666666666
0,0,402425512,1,Specs,AU-059/43521661,"2-[4-[2-(4-methoxyphenyl)-5,6,7,8-tetrahydrobenzothiopheno[2,3-d]pyrimidin-4-yl]piperazin-1-yl]ethanol
AU-059/43521661",AU-059/43521661,http://www.specs.net,http://www.specs.net/enter.php?specsid=AU-059/43521661,50896434  1,"1
3",402425512,<rdkit.Chem.rdchem.Mol object at 0x0000020A202F3E60>,,,0.6617647058823529
0,0,383535122,1,Specs,AO-022/43514175,"N-(1,3-benzodioxol-5-yl)-2-[(3-isopropyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)sulfanyl]acetamide
AO-022/43514175",AO-022/43514175,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43514175,122714919  1,"1
3",383535122,<rdkit.Chem.rdchem.Mol object at 0x0000020A214DFE60>,,,0.6521739130434783
0,0,439941894,1,Specs,AE-641/30180009,"1-(9H-carbazol-9-yl)-3-(isopropylamino)-2-propanol
AE-641/30180009",AE-641/30180009,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/30180009,2854791  1,"1
3",439941894,<rdkit.Chem.rdchem.Mol object at 0x0000020A2023BC30>,,,0.65
0,0,406166450,1,Specs,AP-263/43522654,"1-(allylamino)-3-(9H-carbazol-9-yl)-2-propanol
AP-263/43522654",AP-263/43522654,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-263/43522654,137916533  1,"1
3",406166450,<rdkit.Chem.rdchem.Mol object at 0x0000020A202B5540>,,,0.6341463414634146
0,0,342615010,1,Specs,AP-970/43507319,"2-amino-N-(4-methoxyphenyl)-3-quinolinecarboxamide
AP-970/43507319",AP-970/43507319,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507319,14177190  1,"1
3",342615010,<rdkit.Chem.rdchem.Mol object at 0x0000020A24925EE0>,,,0.6326530612244898
0,0,342614936,1,Specs,AP-970/43507119,"2-[4-(benzyloxy)phenyl]-1H-benzimidazole
AP-970/43507119",AP-970/43507119,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507119,19224118  1,"1
3",342614936,<rdkit.Chem.rdchem.Mol object at 0x0000020A24959310>,,,0.6216216216216216
0,0,17122329,6,Specs,AN-919/14547145,"2-amino-1-(4-chlorophenyl)-4-(2,5-dimethoxyphenyl)-7,7-dimethyl-3-(4-methylbenzoyl)-4,6,7,8-tetrahydro-5(1H)-quinolinone
AN-919/14547145",AN-919/14547145,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-919/14547145,135494638  1,"1
3",17122329,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F181310>,,,0.6197183098591549
0,0,17007342,4,Specs,AG-690/11668175,"ethyl 7-methyl-2-(4-methylbenzylidene)-5-(4-methylphenyl)-3-oxo-2,3-dihydro-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
AG-690/11668175",AG-690/11668175,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11668175,5759120  1,"1
3",17007342,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F07F920>,,,0.6142857142857143
0,0,342615048,1,Specs,AP-970/43507380,"4-(5,6-dimethyl-1H-benzimidazol-2-yl)aniline
AP-970/43507380",AP-970/43507380,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507380,14641349  1,"1
3",342615048,<rdkit.Chem.rdchem.Mol object at 0x0000020A24924430>,,,0.5897435897435898
0,0,383535780,1,Specs,CS-003/03968037,"2-phenyl-1H-benzimidazol-5-ol
CS-003/03968037",CS-003/03968037,http://www.specs.net,http://www.specs.net/enter.php?specsid=CS-003/03968037,802112  1,"1
3",383535780,<rdkit.Chem.rdchem.Mol object at 0x0000020A213B9380>,Salt: HBr,,0.5882352941176471
0,0,17133745,4,Specs,AO-364/37357116,"5,6-dimethylthieno[2,3-d]pyrimidin-4-yl 1H-indol-3-yl sulfide
AO-364/37357116",AO-364/37357116,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-364/37357116,848637  1,"1
3",17133745,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F1421F0>,,,0.5849056603773585
0,0,124353564,3,Specs,AO-022/43391061,"2-amino-1-(3-chloro-4-fluorophenyl)-N-isobutyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide
AO-022/43391061",AO-022/43391061,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43391061,3831736  1,"1
3",124353564,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F07DBD0>,,,0.582089552238806
0,0,402425223,1,Specs,AO-365/43515648,"methyl [6-(1-phenylpropyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-3-yl]methyl sulfide
AO-365/43515648",AO-365/43515648,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-365/43515648,139029481  1,"1
3",402425223,<rdkit.Chem.rdchem.Mol object at 0x0000020A203A98C0>,,,0.5769230769230769
0,0,17050349,6,Specs,AK-245/11130007,"6-phenyl-3-(2-thienyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole
AK-245/11130007",AK-245/11130007,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-245/11130007,4080405  1,"1
3",17050349,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F0FB290>,,,0.5714285714285714
0,0,402425138,1,Specs,AE-641/01151019,"1-(benzyloxy)-3-(9H-carbazol-9-yl)-2-propanol
AE-641/01151019",AE-641/01151019,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/01151019,602044  1,"1
3",402425138,<rdkit.Chem.rdchem.Mol object at 0x0000020A213B9000>,,,0.5714285714285714
0,0,17019651,8,Specs,AG-690/33359061,"ethyl (9-imino-1,2,3,5,6,7,8,9-octahydro-4H-cyclopenta[b]quinolin-4-yl)acetate
AG-690/33359061",AG-690/33359061,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/33359061,1729407  1,"1
3",17019651,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F0FB920>,Salt: HCl,,0.5675675675675675
0,0,383535634,1,Specs,AO-365/43515800,"ethyl [6-(1-phenylpropyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-3-yl]methyl sulfide
AO-365/43515800",AO-365/43515800,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-365/43515800,138106474  1,"1
3",383535634,<rdkit.Chem.rdchem.Mol object at 0x0000020A213FD9A0>,,,0.5660377358490566
0,0,136958720,3,Specs,AK-968/11567175,"1-{2-chloro-5-nitrobenzoyl}-3,5-dimethylpiperidine
AK-968/11567175",AK-968/11567175,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/11567175,603503  1,"1
3",136958720,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F0F9AF0>,,,0.5652173913043478
0,0,355203955,1,Specs,AN-584/43510747,"8-imino-7-(4-methylphenyl)-7H-benzo[7,8]chromeno[2,3-d]pyrimidin-9(8H)-ylamine
AN-584/43510747",AN-584/43510747,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-584/43510747,132472282  1,"1
3",355203955,<rdkit.Chem.rdchem.Mol object at 0x0000020A23824AC0>,,,0.5652173913043478
0,0,342614961,1,Specs,AP-970/43507173,"5-(2,4-dichlorophenyl)-2-furamide
AP-970/43507173",AP-970/43507173,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507173,11514393  1,"1
3",342614961,<rdkit.Chem.rdchem.Mol object at 0x0000020A24958200>,,,0.5652173913043478
0,0,17058667,6,Specs,AK-968/11171216,"N-(3-chloro-4-fluorophenyl)isonicotinamide
AK-968/11171216",AK-968/11171216,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/11171216,679004  1,"1
3",17058667,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F0FB0D0>,,,0.5641025641025641
0,0,402425145,1,Specs,AE-641/30180015,"1-(9H-carbazol-9-yl)-3-(dimethylamino)-2-propanol
AE-641/30180015",AE-641/30180015,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/30180015,2802120  1,"1
3",402425145,<rdkit.Chem.rdchem.Mol object at 0x0000020A213B8C10>,,,0.5609756097560976
0,0,163627163,3,Specs,AE-641/14824007,"2-methyl-3-[(4-methyl-1-piperazinyl)methyl]-4-quinolinol
AE-641/14824007",AE-641/14824007,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/14824007,728648  1,"1
3",163627163,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F1413F0>,,,0.5581395348837209
0,0,375568853,1,Specs,AG-205/06683053,"1-(9H-carbazol-9-yl)-3-(1-piperidinyl)-2-propanol
AG-205/06683053",AG-205/06683053,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/06683053,56210  1,"1
3",375568853,<rdkit.Chem.rdchem.Mol object at 0x0000020A237A2110>,,,0.5581395348837209
0,0,363681560,1,Specs,AE-641/05526044,"1-(1-azepanyl)-3-(9H-carbazol-9-yl)-2-propanol
AE-641/05526044",AE-641/05526044,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/05526044,56211  1,"1
3",363681560,<rdkit.Chem.rdchem.Mol object at 0x0000020A238240B0>,,,0.5581395348837209
0,0,342615021,1,Specs,AP-970/43507336,"2-amino-N-(3-methylphenyl)-3-quinolinecarboxamide
AP-970/43507336",AP-970/43507336,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507336,119056532  1,"1
3",342615021,<rdkit.Chem.rdchem.Mol object at 0x0000020A24925770>,,,0.5490196078431373
0,0,383534791,1,Specs,AO-022/43513605,"2-(2,5-dimethyl-1H-pyrrol-1-yl)-N-[4-(2-pyridinyl)-1,3-thiazol-2-yl]acetamide
AO-022/43513605",AO-022/43513605,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43513605,110204139  1,"1
3",383534791,<rdkit.Chem.rdchem.Mol object at 0x0000020A2259CCF0>,,,0.5471698113207547
0,0,383535696,1,Specs,AO-365/43515953,"6-(1-phenylpropyl)-3-[(propylsulfanyl)methyl][1,2,4]triazolo[3,4-b][1,3,4]thiadiazole
AO-365/43515953",AO-365/43515953,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-365/43515953,138106507  1,"1
3",383535696,<rdkit.Chem.rdchem.Mol object at 0x0000020A213BBDF0>,,,0.5454545454545454
0,0,17024543,4,Specs,AG-690/37029060,"11-anilino-7,8,9,10-tetrahydrobenzimidazo[1,2-b]isoquinoline-6-carbonitrile
AG-690/37029060",AG-690/37029060,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/37029060,701920  1,"1
3",17024543,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F07F3E0>,,,0.543859649122807
0,0,355203959,1,Specs,AN-584/43510751,"2-chloro-N-[2-(1H-indol-3-yl)ethyl]-6-methyl-4-pyrimidinamine
AN-584/43510751",AN-584/43510751,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-584/43510751,132472284  1,"1
3",355203959,<rdkit.Chem.rdchem.Mol object at 0x0000020A238247B0>,,,0.54
0,0,355203950,1,Specs,AN-584/43510742,"4-chloro-N-[2-(1H-indol-3-yl)ethyl]-6-methyl-2-pyrimidinamine
AN-584/43510742",AN-584/43510742,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-584/43510742,132472280  1,"1
3",355203950,<rdkit.Chem.rdchem.Mol object at 0x0000020A23824D60>,,,0.54
0,0,17106728,4,Specs,AN-465/15401034,"2-(5-{[2-imino-3-(2-methoxyphenyl)-4-oxo-1,3-thiazolidin-5-ylidene]methyl}-2-furyl)benzoic acid
AN-465/15401034",AN-465/15401034,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-465/15401034,1794512  1,"1
3",17106728,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F181690>,,,0.5396825396825397
0,0,342614934,1,Specs,AP-970/43507116,"5-(1H-benzimidazol-2-yl)-2-fluorophenyl phenyl ether
AP-970/43507116",AP-970/43507116,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507116,123132850  1,"1
3",342614934,<rdkit.Chem.rdchem.Mol object at 0x0000020A24959460>,,,0.5365853658536586
0,0,363681559,1,Specs,AE-641/05526042,"1-(9H-carbazol-9-yl)-3-(diethylamino)-2-propanol
AE-641/05526042",AE-641/05526042,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/05526042,56209  1,"1
3",363681559,<rdkit.Chem.rdchem.Mol object at 0x0000020A23824190>,,,0.5348837209302325
0,0,363681565,1,Specs,AG-205/13381029,"1-benzyl-4-[(6-methoxy-2-naphthyl)sulfonyl]piperazine
AG-205/13381029",AG-205/13381029,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/13381029,2281618  1,"1
3",363681565,<rdkit.Chem.rdchem.Mol object at 0x0000020A237EBCA0>,,,0.5294117647058824
0,0,406166410,1,Specs,AK-968/13031150,"N-[3-(acetylamino)-5-(1H-benzimidazol-2-yl)phenyl]acetamide
AK-968/13031150",AK-968/13031150,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/13031150,763483  1,"1
3",406166410,<rdkit.Chem.rdchem.Mol object at 0x0000020A202B6B90>,,,0.5283018867924528
0,0,163629139,3,Specs,AS-871/41895795,"4-[2-(4-chlorophenyl)-1,3-thiazol-4-yl]-N,N-diethylbenzenesulfonamide
AS-871/41895795",AS-871/41895795,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/41895795,5121124  1,"1
3",163629139,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F0F8F90>,,,0.5263157894736842
0,0,383534366,1,Specs,AO-022/43512853,"N-(1-benzyl-4-piperidinyl)-4,5-dimethyl-2-(1H-tetraazol-1-yl)-3-thiophenecarboxamide
AO-022/43512853",AO-022/43512853,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43512853,125430884  1,"1
3",383534366,<rdkit.Chem.rdchem.Mol object at 0x0000020A2364C820>,,3  1  6,0.5254237288135594
0,0,383534316,1,Specs,AO-022/43512765,"3-[(4-benzhydryl-1-piperazinyl)methyl]-2-hydroxy-5-(4-morpholinylmethyl)-4H-pyran-4-one
AO-022/43512765",AO-022/43512765,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43512765,91822797  1,"1
3",383534316,<rdkit.Chem.rdchem.Mol object at 0x0000020A2364DE70>,,,0.5192307692307693
0,0,445008658,1,Specs,AM-879/40762143,"N-[4-(4-chlorophenoxy)phenyl]-3-methoxybenzamide
AM-879/40762143",AM-879/40762143,http://www.specs.net,http://www.specs.net/enter.php?specsid=AM-879/40762143,3638340  1,"1
3",445008658,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F1BD230>,,,0.5178571428571429
0,0,402425366,1,Specs,AP-970/40476506,"N-benzoyl-N'-(3-chloro-4-fluorophenyl)thiourea
AP-970/40476506",AP-970/40476506,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/40476506,797306  1,"1
3",402425366,<rdkit.Chem.rdchem.Mol object at 0x0000020A203694D0>,,,0.5116279069767442
0,0,405024115,3,Specs,AG-690/11822899,"2-(3-chlorophenyl)-N-(3-ethoxy-4-methoxybenzyl)ethanamine
AG-690/11822899",AG-690/11822899,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11822899,2163915  1,"1
3",405024115,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F0F8890>,,,0.5098039215686274
0,0,342615027,1,Specs,AP-970/43507348,"2-amino-N-[3-(trifluoromethyl)phenyl]-3-quinolinecarboxamide
AP-970/43507348",AP-970/43507348,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507348,118986422  1,"1
3",342615027,<rdkit.Chem.rdchem.Mol object at 0x0000020A24925310>,,,0.5094339622641509
0,-1,383535761,1,Specs,AU-059/43519056,"1-ethyl-6,7-difluoro-4-oxo-1,4-dihydro-3-quinolinecarboxylate
AU-059/43519056",AU-059/43519056,http://www.specs.net,http://www.specs.net/enter.php?specsid=AU-059/43519056,"4993189  1
800521  2","1
3",383535761,<rdkit.Chem.rdchem.Mol object at 0x0000020A213B9F50>,,,0.509090909090909
0,0,350080773,1,Specs,AO-365/43505910,"3-[1-(methylsulfonyl)-4-piperidinyl]-6-(1-phenylpropyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole
AO-365/43505910",AO-365/43505910,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-365/43505910,131953338  1,"1
3",350080773,<rdkit.Chem.rdchem.Mol object at 0x0000020A24876260>,,,0.5081967213114754
0,0,402425516,1,Specs,AU-059/43521679,"1-[2-(4-methoxyphenyl)-5,6,7,8-tetrahydrobenzothiopheno[2,3-d]pyrimidin-4-yl]-1-methyl-hydrazine
AU-059/43521679",AU-059/43521679,http://www.specs.net,http://www.specs.net/enter.php?specsid=AU-059/43521679,50896407  1,"1
3",402425516,<rdkit.Chem.rdchem.Mol object at 0x0000020A202F3CA0>,,,0.5072463768115942
0,0,17011220,4,Specs,AG-690/12868113,"5-(3-bromo-4-hydroxy-5-methoxyphenyl)-2,3,5,6-tetrahydrobenzo[a]phenanthridin-4(1H)-one
AG-690/12868113",AG-690/12868113,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/12868113,2849041  1,"1
3",17011220,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F07F760>,,,0.5066666666666667
0,0,163425618,3,Specs,AS-871/43478617,"4-hydroxy-N-[2-(1-propyl-1H-benzimidazol-2-yl)ethyl]pentanamide
AS-871/43478617",AS-871/43478617,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43478617,16451007  1,"1
3",163425618,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F07CDD0>,,,0.5
0,0,144088030,5,Specs,AG-690/12892879,"isobutyl 4-(2-isopropoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate
AG-690/12892879",AG-690/12892879,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/12892879,2855752  1,"1
3",144088030,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F0F9A10>,,,0.5
0,0,402425209,1,Specs,AN-584/43522527,"3-[(8-hydroxy-2-methyl-7-quinolinyl)(2-pyridinylamino)methyl]-1,2-benzenediol
AN-584/43522527",AN-584/43522527,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-584/43522527,145722567  1,"1
3",402425209,<rdkit.Chem.rdchem.Mol object at 0x0000020A203AA1F0>,,,0.5
0,-1,383535756,1,Specs,AU-059/43519046,"7-ethoxy-1-ethyl-6-fluoro-4-oxo-1,4-dihydro-3-quinolinecarboxylate
AU-059/43519046",AU-059/43519046,http://www.specs.net,http://www.specs.net/enter.php?specsid=AU-059/43519046,"138106547  1
21812575  2","1
3",383535756,<rdkit.Chem.rdchem.Mol object at 0x0000020A213BA180>,Salt: BF2+,,0.5
0,0,383534023,1,Specs,AG-690/36932042,"N,N-diethyl-2-thiophenecarboxamide
AG-690/36932042",AG-690/36932042,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/36932042,962897  1,"1
3",383534023,<rdkit.Chem.rdchem.Mol object at 0x0000020A236DE030>,,,0.5
0,0,342615020,1,Specs,AP-970/43507335,"2-amino-N-(4-methoxy-2-methylphenyl)-3-quinolinecarboxamide
AP-970/43507335",AP-970/43507335,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507335,119056536  1,"1
3",342615020,<rdkit.Chem.rdchem.Mol object at 0x0000020A24925850>,,,0.5
0,0,342614940,1,Specs,AP-970/43507136,"4-(1H-benzimidazol-2-yl)-2-bromophenyl ethyl ether
AP-970/43507136",AP-970/43507136,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507136,110537792  1,"1
3",342614940,<rdkit.Chem.rdchem.Mol object at 0x0000020A24959000>,,,0.4883720930232558
0,0,342614939,1,Specs,AP-970/43507135,"4-(1H-benzimidazol-2-yl)-2-chlorophenyl ethyl ether
AP-970/43507135",AP-970/43507135,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507135,110539729  1,"1
3",342614939,<rdkit.Chem.rdchem.Mol object at 0x0000020A249590E0>,,,0.4883720930232558
0,0,402425519,1,Specs,AU-059/43521686,"3-[[2-(4-methoxyphenyl)-5,6,7,8-tetrahydrobenzothiopheno[2,3-d]pyrimidin-4-yl]amino]propan-1-ol
AU-059/43521686",AU-059/43521686,http://www.specs.net,http://www.specs.net/enter.php?specsid=AU-059/43521686,50896437  1,"1
3",402425519,<rdkit.Chem.rdchem.Mol object at 0x0000020A202F3B50>,,,0.4864864864864865
0,0,342614938,1,Specs,AP-970/43507123,"2-(2,3-dichlorophenyl)-1H-benzimidazole
AP-970/43507123",AP-970/43507123,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507123,43236449  1,"1
3",342614938,<rdkit.Chem.rdchem.Mol object at 0x0000020A249591C0>,,,0.4864864864864865
0,0,17083385,4,Specs,AK-968/41025059,"methyl 5-[4-(dimethylamino)phenyl]-2-[(1,5-dimethyl-1H-pyrazol-4-yl)methylene]-7-methyl-3-oxo-2,3-dihydro-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
AK-968/41025059",AK-968/41025059,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/41025059,6385767  1,"1
3",17083385,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F07E8F0>,,,0.4819277108433735
0,0,17122315,10,Specs,AN-919/14547123,"2-amino-3-benzoyl-1-(3-chlorophenyl)-4-(4-methoxyphenyl)-7,7-dimethyl-4,6,7,8-tetrahydro-5(1H)-quinolinone
AN-919/14547123",AN-919/14547123,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-919/14547123,135494627  1,"1
3",17122315,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F142420>,,,0.48
0,0,406166452,1,Specs,AP-263/43522656,"1-[3-(9H-carbazol-9-yl)-2-hydroxypropyl]-4-piperidinecarboxamide
AP-263/43522656",AP-263/43522656,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-263/43522656,138042218  1,"1
3",406166452,<rdkit.Chem.rdchem.Mol object at 0x0000020A202B5460>,,,0.48
0,0,442882398,1,Specs,AU-004/43508030,"tert-butyl 3-(trifluoromethyl)phenylcarbamate
AU-004/43508030",AU-004/43508030,http://www.specs.net,http://www.specs.net/enter.php?specsid=AU-004/43508030,10879851  1,"1
3",442882398,<rdkit.Chem.rdchem.Mol object at 0x0000020A201FCD60>,,,0.4791666666666667
0,0,348356302,1,Specs,AN-652/42218912,"2-ethoxy-N-(5-methyl-3-isoxazolyl)acetamide
AN-652/42218912",AN-652/42218912,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-652/42218912,3422670  1,"1
3",348356302,<rdkit.Chem.rdchem.Mol object at 0x0000020A248E61F0>,,,0.4791666666666667
0,0,350080813,1,Specs,AO-365/43506199,"3-[1-(methylsulfonyl)-3-piperidinyl]-6-(1-phenylpropyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole
AO-365/43506199",AO-365/43506199,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-365/43506199,131953378  1,"1
3",350080813,<rdkit.Chem.rdchem.Mol object at 0x0000020A248750E0>,,,0.47692307692307695
0,0,17026668,6,Specs,AG-690/40640045,"2-methoxyethyl 6-methyl-2-oxo-4-(2,4,5-trimethoxyphenyl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate
AG-690/40640045",AG-690/40640045,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40640045,3131719  1,"1
3",17026668,<rdkit.Chem.rdchem.Mol object at 0x0000020A1F07F290>,,,0.47540983606557374
0,-1,383535758,1,Specs,AU-059/43519050,"7-chloro-1-ethyl-6-fluoro-4-oxo-1,4-dihydro-3-quinolinecarboxylate
AU-059/43519050",AU-059/43519050,http://www.specs.net,http://www.specs.net/enter.php?specsid=AU-059/43519050,"6951491  1
483169  2","1
3",383535758,<rdkit.Chem.rdchem.Mol object at 0x0000020A213BA0A0>,,,0.4745762711864407
0,0,342615022,1,Specs,AP-970/43507337,"2-amino-N-mesityl-3-quinolinecarboxamide
AP-970/43507337",AP-970/43507337,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43507337,119056535  1,"1
3",342615022,<rdkit.Chem.rdchem.Mol object at 0x0000020A24925690>,,,0.4716981132075472
